delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0.7,1000,exp,50,2,4,space,0.5939017,None,200,1,[2.951734700007364],[2.951740700053051],4,2,50,5,294.3174559,,294.3019794,294.3174559,295.3174515,295.3174515,295.3174515,295.9166325,space,0.5939017,None,295.9170466,296.6160463,296.9309565,296.9169627,296.9172472,296.9309565,296.9309565,296.9309565,299.8829555,200,1,[2.951734700007364],[2.951740700053051],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,1000,exp,51,3,4,space,1.1626215,None,100,1,[2.2986905998550355],[2.298695799894631],4,3,51,9,299.8996086,,299.8831351,299.8996086,300.8974108,300.8974108,300.9141024,302.0640166,space,1.1626215,None,302.0644292,302.1636948,302.4786088,302.4655915,302.4658673,302.4786088,302.4786088,302.4786088,304.777507,100,1,[2.2986905998550355],[2.298695799894631],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,400,unexp,52,4,4,space,1.0630472,None,600,1,[3.8344578000251204],[3.834463399834931],4,4,52,0,304.7932541,,304.7776802,304.7932541,305.7764914,305.7764914,305.7933704,306.8433523,space,1.0630472,None,306.8438161,306.9446082,307.2597978,307.2364645,307.2367168,307.2597978,307.2597978,307.2597978,311.0944661,600,1,[3.8344578000251204],[3.834463399834931],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,1000,exp,53,5,4,space,0.5102244,None,100,1,[2.851394600002095],[2.851400899933651],4,5,53,4,311.1096762,,311.0946319,311.1096762,312.1092281,312.1092281,312.1092281,312.6281428,space,0.5102244,None,312.6285236,313.042511,313.3573797,313.3358789,313.3363329,313.3573797,313.3573797,313.3573797,316.2089863,100,1,[2.851394600002095],[2.851400899933651],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,1000,exp,54,6,4,space,0.8116862,None,200,1,[2.402318000094965],[2.4023239000234753],4,6,54,10,316.225174,,316.2091496,316.225174,317.2238093,317.2238093,317.2406842,318.040673,space,0.8116862,None,318.0410563,318.4408345,318.7551128,318.7376555,318.7381997,318.7551128,318.7551128,318.7551128,321.1576603,200,1,[2.402318000094965],[2.4023239000234753],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,1000,exp,55,7,4,space,0.3078698,None,200,1,[6.016639800043777],[6.016646399861202],4,7,55,11,321.1722265,,321.1578239,321.1722265,322.156488,322.156488,322.1727031,322.4725291,space,0.3078698,None,322.4731714,323.1747534,323.5033783,323.4799967,323.4803876,323.5033783,323.5033783,323.5033783,329.520286,200,1,[6.016639800043777],[6.016646399861202],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,1000,exp,56,8,4,space,0.2835101,None,200,1,[2.384208499919623],[2.3842140999622643],4,8,56,8,329.534809,,329.5204839,329.534809,330.5359423,330.5359423,330.5359423,330.8352835,space,0.2835101,None,330.8356808,331.5513497,331.883281,331.8496171,331.8501586,331.883281,331.883281,331.883281,334.2677307,200,1,[2.384208499919623],[2.3842140999622643],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,1000,exp,57,9,4,space,0.5329171,None,200,1,[2.78454149980098],[2.784547299845144],4,9,57,6,334.2860436,,334.2678916,334.2860436,335.2824872,335.2824872,335.2994869,335.8161083,space,0.5329171,None,335.8166174,335.9161171,336.230673,336.2118754,336.2126941,336.230673,336.230673,336.230673,339.015439,200,1,[2.78454149980098],[2.784547299845144],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,400,unexp,58,10,4,space,1.5289698,None,400,1,[3.1174089999403805],[3.117414499865845],4,10,58,1,339.0306262,,339.0155967,339.0306262,340.030704,340.030704,340.030704,341.5636298,space,1.5289698,None,341.564485,341.9632073,342.2778733,342.2592558,342.2596959,342.2778733,342.2778733,342.2778733,345.3955039,400,1,[3.1174089999403805],[3.117414499865845],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,400,unexp,59,11,4,space,0.2584078,None,700,1,[1.9346364999655634],[1.934641799889505],4,11,59,2,345.4115451,,345.3956605,345.4115451,346.3975372,346.3975372,346.4141162,346.6619465,space,0.2584078,None,346.6628264,347.3620983,347.6926774,347.6610128,347.6614911,347.6926774,347.6926774,347.6926774,349.6275451,700,1,[1.9346364999655634],[1.934641799889505],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,400,unexp,60,0,5,space,1.5529077,None,800,1,[3.4679815000854433],[3.467987700132653],5,0,60,2,349.6432371,,349.6277102,349.6432371,350.6430074,350.6430074,350.6430074,352.2089234,space,1.5529077,None,352.20931,352.9087741,353.222863,353.2065034,353.2067862,353.222863,353.222863,353.222863,356.6910537,800,1,[3.4679815000854433],[3.467987700132653],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,1000,exp,61,1,5,space,0.6419883,None,100,1,[2.2183896000497043],[2.2183956999797374],5,1,61,5,356.7074351,,356.6912121,356.7074351,357.6905326,357.6905326,357.7076444,358.3423817,space,0.6419883,None,358.3432836,359.0555793,359.3868261,359.3564587,359.3571774,359.3868261,359.3868261,359.3868261,361.6054313,100,1,[2.2183896000497043],[2.2183956999797374],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,1000,exp,62,2,5,space,1.9822952,None,350,1,[1.9020688000600785],[1.9020740000996739],5,2,62,4,361.620841,,361.605698,361.620841,362.6214167,362.6214167,362.6214167,364.6209702,space,1.9822952,None,364.6221498,365.0229669,365.3510169,365.3251908,365.3256593,365.3510169,365.3510169,365.3510169,367.2532945,350,1,[1.9020688000600785],[1.9020740000996739],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,1000,exp,63,3,5,space,1.1994606,None,120,1,[2.267142899800092],[2.267148199956864],5,3,63,9,367.2690831,,367.2534529,367.2690831,368.2680078,368.2680078,368.2848705,369.4681797,space,1.1994606,None,369.4687591,369.5674454,369.8992786,369.86681,369.8672993,369.8992786,369.8992786,369.8992786,372.1666704,120,1,[2.267142899800092],[2.267148199956864],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,1000,exp,64,4,5,space,1.8054952,None,300,1,[1.8690796999726444],[1.8690849000122398],5,4,64,10,372.1838075,,372.1668371,372.1838075,373.1664861,373.1664861,373.1827909,374.9827061,space,1.8054952,None,374.9833599,375.3986997,375.7130539,375.6969597,375.6972561,375.7130539,375.7130539,375.7130539,377.5823464,300,1,[1.8690796999726444],[1.8690849000122398],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,1000,exp,65,5,5,space,1.4106753,None,300,1,[2.2686947998590767],[2.2687009999062866],5,5,65,3,377.5980524,,377.5825159,377.5980524,378.5974446,378.5974446,378.6140552,380.0140875,space,1.4106753,None,380.0149827,380.1138421,380.4277682,380.4064747,380.4070168,380.4277682,380.4277682,380.4277682,382.6966823,300,1,[2.2686947998590767],[2.2687009999062866],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,400,unexp,66,6,5,space,0.2725518,None,500,1,[4.817262800177559],[4.817267700098455],5,6,66,1,382.7119886,,382.6968437,382.7119886,383.7115494,383.7115494,383.7115494,383.9946395,space,0.2725518,None,383.9950207,384.3945505,384.7092593,384.6862995,384.6865756,384.7092593,384.7092593,384.7092593,389.5267277,500,1,[4.817262800177559],[4.817267700098455],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,1000,exp,67,7,5,space,0.261177,None,200,1,[2.517576500074938],[2.517582300119102],5,7,67,8,389.5426345,,389.526887,389.5426345,390.5429568,390.5429568,390.5429568,390.8081875,space,0.261177,None,390.8086306,391.5079311,391.8225629,391.805999,391.8063876,391.8225629,391.8225629,391.8225629,394.3403551,200,1,[2.517576500074938],[2.517582300119102],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,1000,exp,68,8,5,space,0.2636059,None,100,1,[1.8008901998400688],[1.8008967000059783],5,8,68,11,394.3574162,,394.340526,394.3574162,395.3401132,395.3401132,395.3565022,395.607376,space,0.2636059,None,395.607771,396.3066208,396.6374147,396.6088889,396.6098113,396.6374147,396.6374147,396.6374147,398.438532,100,1,[1.8008901998400688],[1.8008967000059783],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,400,unexp,69,9,5,space,1.0371766,None,600,1,[3.016633399995044],[3.0166397001594305],5,9,69,0,398.45538,,398.4387046,398.45538,399.4386155,399.4386155,399.4550022,400.4882689,space,1.0371766,None,400.4889088,400.588531,400.9038709,400.890582,400.8908187,400.9038709,400.9038709,400.9038709,403.9207233,600,1,[3.016633399995044],[3.0166397001594305],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,1000,exp,70,10,5,space,1.7687309,None,200,1,[4.149284099927172],[4.1492890999652445],5,10,70,6,403.9354438,,403.9208859,403.9354438,404.9350258,404.9350258,404.9350258,406.7220045,space,1.7687309,None,406.723404,406.8357474,407.1677556,407.1493226,407.1495767,407.1677556,407.1677556,407.1677556,411.3172504,200,1,[4.149284099927172],[4.1492890999652445],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,1000,exp,71,11,5,space,1.3275736,None,300,1,[2.0515541001223028],[2.0515636999625713],5,11,71,7,411.3322497,,411.3174105,411.3322497,412.3318861,412.3318861,412.3318861,413.6653736,space,1.3275736,None,413.6657665,414.08163,414.3961304,414.3790067,414.3793272,414.3961304,414.3961304,414.3961304,416.4479556,300,1,[2.0515541001223028],[2.0515636999625713],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,1000,exp,72,0,6,space,1.4503407,None,400,1,[1.9682613001205027],[1.968267299933359],6,0,72,11,416.4638532,,416.4481319,416.4638532,417.4490921,417.4490921,417.4659453,418.9129258,space,1.4503407,None,418.9133316,419.6123653,419.9272075,419.9107172,419.910985,419.9272075,419.9272075,419.9272075,421.8956759,400,1,[1.9682613001205027],[1.968267299933359],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,1000,exp,73,1,6,space,0.5248884,None,320,1,[1.7322022998705506],[1.7322088999208063],6,1,73,10,421.9109552,,421.8958322,421.9109552,422.9108911,422.9108911,422.9108911,423.4446393,space,0.5248884,None,423.4450176,423.844435,424.1611706,424.144076,424.1443231,424.1611706,424.1611706,424.1611706,425.8936652,320,1,[1.7322022998705506],[1.7322088999208063],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,400,unexp,74,2,6,space,1.6143809,None,700,1,[2.5838754000142217],[2.5838816999457777],6,2,74,1,425.9092342,,425.8938467,425.9092342,426.8930132,426.8930132,426.9089876,428.5093046,space,1.6143809,None,428.5097547,428.9086944,429.2238139,429.2069095,429.2071675,429.2238139,429.2238139,429.2238139,431.8078919,700,1,[2.5838754000142217],[2.5838816999457777],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,1000,exp,75,3,6,space,1.9717429,None,100,1,[6.017415700014681],[6.017423100071028],6,3,75,8,431.8237052,,431.8080488,431.8237052,432.8237057,432.8237057,432.8237057,434.8060831,space,1.9717429,None,434.806502,435.5052212,435.8199649,435.8083439,435.8086315,435.8199649,435.8199649,435.8199649,441.8376238,100,1,[6.017415700014681],[6.017423100071028],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,1000,exp,76,4,6,space,0.7316071,None,220,1,[4.233807800104842],[4.233814500039443],6,4,76,3,441.8526533,,441.837811,441.8526533,442.8522829,442.8522829,442.8522829,443.5867055,space,0.7316071,None,443.5875435,443.6859108,444.0001517,443.9773539,443.9777327,444.0001517,444.0001517,444.0001517,448.2341717,220,1,[4.233807800104842],[4.233814500039443],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,1000,exp,77,5,6,space,0.8545691,None,350,1,[2.335129000013694],[2.335135799832642],6,5,77,4,448.2493339,,448.2343402,448.2493339,449.2489437,449.2489437,449.2489437,450.1164886,space,0.8545691,None,450.1168671,450.5155441,450.8468443,450.8175971,450.8180796,450.8468443,450.8468443,450.8468443,453.1822412,350,1,[2.335129000013694],[2.335135799832642],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,1000,exp,78,6,6,space,1.3021394,None,150,1,[2.568466200027615],[2.5684726999606937],6,6,78,6,453.1972221,,453.1824231,453.1972221,454.197322,454.197322,454.197322,455.5135223,space,1.3021394,None,455.5139611,455.6135215,455.9281216,455.9087576,455.9092645,455.9281216,455.9281216,455.9281216,458.4968215,150,1,[2.568466200027615],[2.5684726999606937],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,1000,exp,79,7,6,space,1.0800432,None,100,1,[2.0018729001749307],[2.0018794001080096],6,7,79,5,458.5118663,,458.4969808,458.5118663,459.5114788,459.5114788,459.5114788,460.5946234,space,1.0800432,None,460.5950277,461.2945142,461.6087524,461.5874277,461.5877028,461.6087524,461.6087524,461.6087524,463.6108418,100,1,[2.0018729001749307],[2.0018794001080096],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,1000,exp,80,8,6,space,1.2416094,None,320,1,[3.900203299941495],[3.9002096001058817],6,8,80,7,463.6266976,,463.6110085,463.6266976,464.6264148,464.6264148,464.6264148,465.8763447,space,1.2416094,None,465.8769146,466.2755425,466.5900352,466.5752187,466.575536,466.5900352,466.5900352,466.5900352,470.4904517,320,1,[3.900203299941495],[3.9002096001058817],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,400,unexp,81,9,6,space,0.2856895,None,750,1,[3.9341064000036567],[3.934115899959579],6,9,81,2,470.5072161,,470.4906226,470.5072161,471.4897025,471.4897025,471.5071095,471.7894933,space,0.2856895,None,471.7898701,472.4901855,472.8204844,472.7898508,472.7903716,472.8204844,472.8204844,472.8204844,476.7549669,750,1,[3.9341064000036567],[3.934115899959579],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,400,unexp,82,10,6,space,0.7018823,None,600,1,[3.052395800128579],[3.0524013999383897],6,10,82,0,476.7703104,,476.7553334,476.7703104,477.7702605,477.7702605,477.7702605,478.4864591,space,0.7018823,None,478.4869753,478.5860091,478.9010367,478.8868822,478.8871441,478.9010367,478.9010367,478.9010367,481.953643,600,1,[3.052395800128579],[3.0524013999383897],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,1000,exp,83,11,6,space,0.4152078,None,100,1,[1.9653407000005245],[1.9653607001528144],6,11,83,9,481.9683005,,481.9538037,481.9683005,482.9682863,482.9682863,482.9682863,483.3846796,space,0.4152078,None,483.3851122,483.4854066,483.8183652,483.7992712,483.7995265,483.8183652,483.8183652,483.8183652,485.7839383,100,1,[1.9653407000005245],[1.9653607001528144],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,1000,exp,84,0,7,space,1.1360901,None,50,1,[3.7005606000311673],[3.7005668999627233],7,0,84,10,485.7995214,,485.7841078,485.7995214,486.7839817,486.7839817,486.7990702,487.9322495,space,1.1360901,None,487.9326924,488.3322165,488.6467048,488.6304879,488.6307572,488.6467048,488.6467048,488.6467048,492.3475134,50,1,[3.7005606000311673],[3.7005668999627233],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,1000,exp,85,1,7,space,1.3007342,None,50,1,[0.9528175999876112],[0.9528242000378668],7,1,85,3,492.3643092,,492.3476947,492.3643092,493.3475161,493.3475161,493.363188,494.6637362,space,1.3007342,None,494.6641689,494.7640895,495.0773577,495.0587373,495.0592639,495.0773577,495.0773577,495.0773577,496.0304149,50,1,[0.9528175999876112],[0.9528242000378668],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,1000,exp,86,2,7,space,2.2857454,None,120,1,[4.633272799896076],[4.633278099820018],7,2,86,5,496.0453019,,496.030743,496.0453019,497.0297226,497.0297226,497.0465987,499.3281365,space,2.2857454,None,499.3285594,500.0271663,500.3426919,500.3264858,500.3267956,500.3426919,500.3426919,500.3426919,504.9761697,120,1,[4.633272799896076],[4.633278099820018],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,1000,exp,87,3,7,space,1.4065688,None,300,1,[2.234832900110632],[2.2348388000391424],7,3,87,8,504.9915185,,504.9763303,504.9915185,505.9938518,505.9938518,505.9938518,507.4085946,space,1.4065688,None,507.4095734,508.1245781,508.4546868,508.4279753,508.4285905,508.4546868,508.4546868,508.4546868,510.6897522,300,1,[2.234832900110632],[2.2348388000391424],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,400,unexp,88,4,7,space,5.5547348,None,320,1,[5.349667300004512],[5.349672900047153],7,4,88,1,510.7057959,,510.6899168,510.7057959,511.7055154,511.7055154,511.7055154,517.2702782,space,5.5547348,None,517.2706565,517.6699401,517.9846846,517.9665368,517.9667938,517.9846846,517.9846846,517.9846846,523.3345627,320,1,[5.349667300004512],[5.349672900047153],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,1000,exp,89,5,7,space,1.3662229,None,600,1,[24.742537799989805],[24.742544200038537],7,5,89,6,523.3502745,,523.3347178,523.3502745,524.3493575,524.3493575,524.3493575,525.7329752,space,1.3662229,None,525.7333894,525.8329089,526.1639964,526.1353284,526.1359346,526.1639964,526.1639964,526.1639964,550.9067572,600,1,[24.742537799989805],[24.742544200038537],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,1000,exp,90,6,7,space,0.302714,None,100,1,[14.995266899932176],[14.995273099979386],7,6,90,7,550.9219085,,550.906925,550.9219085,551.9213639,551.9213639,551.9213639,552.2381145,space,0.302714,None,552.2386285,552.6375915,552.9522229,552.9385364,552.9388188,552.9522229,552.9522229,552.9522229,567.9476963,100,1,[14.995266899932176],[14.995273099979386],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,400,unexp,91,7,7,space,0.7198256,None,500,1,[2.1691016000695527],[2.1691076999995857],7,7,91,0,567.9638207,,567.9478525,567.9638207,568.9486856,568.9486856,568.9641868,569.6822129,space,0.7198256,None,569.6835112,569.7817969,570.1114183,570.0804947,570.0810141,570.1114183,570.1114183,570.1114183,572.280744,500,1,[2.1691016000695527],[2.1691076999995857],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,400,unexp,92,8,7,space,0.2887693,None,500,1,[2.101249100174755],[2.101255000103265],7,8,92,2,572.2955634,,572.2809013,572.2955634,573.2954075,573.2954075,573.2954075,573.594994,space,0.2887693,None,573.5953759,574.2944324,574.6093217,574.5949853,574.5954164,574.6093217,574.6093217,574.6093217,576.7107975,500,1,[2.101249100174755],[2.101255000103265],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,1000,exp,93,9,7,space,0.837576,None,200,1,[1.952032299945131],[1.952038099989295],7,9,93,4,576.7267298,,576.710966,576.7267298,577.7266066,577.7266066,577.7266066,578.5764415,space,0.837576,None,578.5768363,578.9758223,579.2904042,579.269027,579.2692868,579.2904042,579.2904042,579.2904042,581.2426472,200,1,[1.952032299945131],[1.952038099989295],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,1000,exp,94,10,7,space,0.6222216,None,300,1,[1.868706800043583],[1.8687122000847012],7,10,94,9,581.2581039,,581.2428085,581.2581039,582.258042,582.258042,582.258042,582.8907327,space,0.6222216,None,582.8913044,582.9910424,583.3052494,583.287216,583.2874718,583.3052494,583.3052494,583.3052494,585.1741699,300,1,[1.868706800043583],[1.8687122000847012],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,1000,exp,95,11,7,space,0.5459739,None,300,1,[2.1680176998488605],[2.168024600017816],7,11,95,11,585.1894184,,585.174346,585.1894184,586.1897627,586.1897627,586.1897627,586.7392479,space,0.5459739,None,586.7399575,587.4391092,587.7533268,587.7362051,587.7365031,587.7533268,587.7533268,587.7533268,589.9215702,300,1,[2.1680176998488605],[2.168024600017816],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,1000,exp,96,0,8,space,0.5277553,None,120,1,[2.385397900128737],[2.3854038999415934],8,0,96,3,589.9376513,,589.9217394,589.9376513,590.9203173,590.9203173,590.9371571,591.4539279,space,0.5277553,None,591.4543185,591.5539121,591.8680089,591.8471647,591.8474468,591.8680089,591.8680089,591.8680089,594.2536213,120,1,[2.385397900128737],[2.3854038999415934],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,1000,exp,97,1,8,space,68.0707282,None,300,1,[3.885550400009379],[3.885556499939412],8,1,97,10,594.2686196,,594.2537873,594.2686196,595.2690066,595.2690066,595.2690066,663.3554248,space,68.0707282,None,663.3559485,663.7548092,664.0697759,664.0569704,664.0572822,664.0697759,664.0697759,664.0697759,667.955536,300,1,[3.885550400009379],[3.885556499939412],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,1000,exp,98,2,8,space,1.3498675,None,200,1,[2.5844862000085413],[2.584493499947712],8,2,98,5,667.970267,,667.9557135,667.970267,668.9698559,668.9698559,668.9698559,670.3361614,space,1.3498675,None,670.336755,671.0361503,671.3498289,671.3380513,671.3385138,671.3498289,671.3498289,671.3498289,673.9345341,200,1,[2.5844862000085413],[2.584493499947712],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,1000,exp,99,3,8,space,0.3295627,None,175,1,[5.43312339996919],[5.433136800071225],8,3,99,6,673.9513375,,673.9347572,673.9513375,674.9504138,674.9504138,674.9673976,675.2840523,space,0.3295627,None,675.2844998,675.3842741,675.6988045,675.6785604,675.6790858,675.6988045,675.6988045,675.6988045,681.1323786,175,1,[5.43312339996919],[5.433136800071225],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,1000,exp,100,4,8,space,0.3968926,None,200,1,[2.2845438001677394],[2.284548999974504],8,4,100,11,681.1471587,,681.1327647,681.1471587,682.1467098,682.1467098,682.1467098,682.546976,space,0.3968926,None,682.5473985,683.2462467,683.5609674,683.539264,683.53951,683.5609674,683.5609674,683.5609674,685.8457179,200,1,[2.2845438001677394],[2.284548999974504],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.7,1000,exp,101,5,8,space,0.5814684,None,300,1,[3.133769999956712],[3.1337774998974055],8,5,101,8,685.8624541,,685.8458902,685.8624541,686.8620378,686.8620378,686.8779053,687.4446499,space,0.5814684,None,687.4450639,688.1450227,688.4762435,688.4467207,688.4474932,688.4762435,688.4762435,688.4762435,691.6102678,300,1,[3.133769999956712],[3.1337774998974055],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.1,1000,exp,102,6,8,space,0.7945866,None,350,1,[2.5348726001102477],[2.534878300037235],8,6,102,9,691.6271747,,691.6104614,691.6271747,692.6091814,692.6091814,692.6423815,693.4086987,space,0.7945866,None,693.4091809,693.5088111,693.8403031,693.8100439,693.8106362,693.8403031,693.8403031,693.8403031,696.3753961,350,1,[2.5348726001102477],[2.534878300037235],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,1000,exp,103,7,8,space,1.5420623,None,100,1,[18.810865999897942],[18.810872700065374],8,7,103,4,696.3913449,,696.3755565,696.3913449,697.3745562,697.3745562,697.3911295,698.9257743,space,1.5420623,None,698.9270667,699.3398698,699.6543596,699.6375129,699.6377632,699.6543596,699.6543596,699.6543596,718.4654438,100,1,[18.810865999897942],[18.810872700065374],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
0.4,400,unexp,104,8,8,space,0.2988011,None,700,1,[2.218254500068724],[2.2182599999941885],8,8,104,1,718.4812403,,718.4656198,718.4812403,719.480823,719.480823,719.480823,719.7807613,space,0.2988011,None,719.7812036,720.1806211,720.4952027,720.4759079,720.4762815,720.4952027,720.4952027,720.4952027,722.7136661,700,1,[2.218254500068724],[2.2182599999941885],P01,1,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155,2025-11-12 13h44.32.683913 +0530
