delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.4,400,unexp,0,0,0,space,1.1903550999704748,None,255,1,[7.543438500026241],[7.543454099912196],0,0,0,1,0.2273786999285221,,0.19957310007885098,0.2273786999285221,1.0132874001283199,1.0132874001283199,1.2292893999256194,2.291226299945265,space,1.1903550999704748,None,2.2920413999818265,2.695484266678492,3.010256899986416,2.9889863000717014,2.9895919000264257,3.010256899986416,3.010256899986416,3.010256899986416,10.554299399955198,255,1,[7.543438500026241],[7.543454099912196],P01,001,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155133679,2025-11-12 13h44.32.683913 +0530,
0.1,400,unexp,1,1,0,space,0.5252630999311805,None,150,1,[9.548992400057614],[9.548998499987647],0,1,1,0,10.573586700018495,,10.554651499958709,10.573586700018495,11.558836899930611,11.558836899930611,11.575533099938184,12.091948000015691,space,0.5252630999311805,None,12.092343900119886,12.19189276668864,12.505880000069737,12.488279700046405,12.488548600114882,12.505880000069737,12.505880000069737,12.505880000069737,22.055077699944377,150,1,[9.548992400057614],[9.548998499987647],P01,001,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155133679,2025-11-12 13h44.32.683913 +0530,
0.4,1000,exp,2,2,0,space,0.5613361999858171,None,400,1,[4.750888899900019],[4.750895299948752],0,2,2,7,22.07085720007308,,22.055260099936277,22.07085720007308,23.054370700148866,23.054370700148866,23.070551600074396,23.619671700056642,space,0.5613361999858171,None,23.62016010005027,24.01958966680492,24.334150900132954,24.319334600120783,24.31959900003858,24.334150900132954,24.334150900132954,24.334150900132954,29.08525660005398,400,1,[4.750888899900019],[4.750895299948752],P01,001,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155133679,2025-11-12 13h44.32.683913 +0530,
0.7,1000,exp,3,3,0,space,1.1007111000362784,None,250,1,[3.2677937000989914],[3.267800400033593],0,3,3,11,29.1005989999976,,29.085422199917957,29.1005989999976,30.083006999921054,30.083006999921054,30.099663899978623,31.19989060005173,space,1.1007111000362784,None,31.200672399951145,31.899261566639566,32.21422259998508,32.19887960003689,32.19926779996604,32.21422259998508,32.21422259998508,32.21422259998508,35.48223720001988,250,1,[3.2677937000989914],[3.267800400033593],P01,001,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155133679,2025-11-12 13h44.32.683913 +0530,
0.7,1000,exp,4,4,0,space,0.4435640999581665,None,250,1,[4.383684600004926],[4.383689999813214],0,4,4,5,35.49719889997505,,35.48241279996,35.49719889997505,36.497343900147825,36.497343900147825,36.497343900147825,36.9489114000462,space,0.4435640999581665,None,36.950255000032485,37.66408036678719,37.9780427000951,37.961468799971044,37.961904200026765,37.9780427000951,37.9780427000951,37.9780427000951,42.36194119998254,250,1,[4.383684600004926],[4.383689999813214],P01,001,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155133679,2025-11-12 13h44.32.683913 +0530,
0.1,1000,exp,5,5,0,space,1.2619535999838263,None,300,1,[2.418149100150913],[2.418155299965292],0,5,5,9,42.377879000036046,,42.36211619991809,42.377879000036046,43.37830640003085,43.37830640003085,43.37830640003085,44.644678300013766,space,1.2619535999838263,None,44.64524510013871,44.76038156665551,45.07501900009811,45.05755769996904,45.05794969992712,45.07501900009811,45.07501900009811,45.07501900009811,47.49340729997493,300,1,[2.418149100150913],[2.418155299965292],P01,001,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155133679,2025-11-12 13h44.32.683913 +0530,
0.4,1000,exp,6,6,0,space,1.413058000151068,None,120,1,[3.934322099899873],[3.934328499948606],0,6,6,10,47.509082900127396,,47.49359680013731,47.509082900127396,48.5103126000613,48.5103126000613,48.5103126000613,49.92490230011754,space,1.413058000151068,None,49.925511199980974,50.32503856678183,50.639307599980384,50.61619480000809,50.616482600104064,50.639307599980384,50.639307599980384,50.639307599980384,54.573847100138664,120,1,[3.934322099899873],[3.934328499948606],P01,001,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155133679,2025-11-12 13h44.32.683913 +0530,
0.7,400,unexp,7,7,0,space,0.31847580010071397,None,300,1,[5.46671160007827],[5.466717700008303],0,7,7,2,54.58948320010677,,54.57402119995095,54.58948320010677,55.589320899918675,55.589320899918675,55.589320899918675,55.92266839998774,space,0.31847580010071397,None,55.92305490002036,56.62222826673339,56.936548500088975,56.91553770005703,56.91591350012459,56.936548500088975,56.936548500088975,56.936548500088975,62.403469800017774,300,1,[5.46671160007827],[5.466717700008303],P01,001,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155133679,2025-11-12 13h44.32.683913 +0530,
0.1,1000,exp,8,8,0,space,0.8731501000002027,None,700,1,[4.917272699996829],[4.917278900044039],0,8,8,3,62.419520600000396,,62.40365090011619,62.419520600000396,63.418871300062165,63.418871300062165,63.418871300062165,64.30199049995281,space,0.8731501000002027,None,64.30245340010151,64.40296616667571,64.71698340005241,64.6955979000777,64.69599550007842,64.71698340005241,64.71698340005241,64.71698340005241,69.63448190013878,700,1,[4.917272699996829],[4.917278900044039],P01,001,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155133679,2025-11-12 13h44.32.683913 +0530,
0.7,1000,exp,9,9,0,space,0.39733059983700514,None,500,1,[12.179679199820384],[12.179685199866071],0,9,9,8,69.64890379994176,,69.63464249996468,69.64890379994176,70.64847719995305,70.64847719995305,70.64847719995305,71.05247410014272,space,0.39733059983700514,None,71.05418410012498,71.76471236680324,72.0803136001341,72.06063470011577,72.06099870009348,72.0803136001341,72.0803136001341,72.0803136001341,84.26020830008201,500,1,[12.179679199820384],[12.179685199866071],P01,001,2025-11-12_13h44.20.500,intentional binding task,,2025.1.1,59.75536155133679,2025-11-12 13h44.32.683913 +0530,
