delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0.1,1000,exp,10,10,0,space,0.655066,None,230,1,[5.384069100022316],[5.384075300069526],0,10,10,6,50.9190643,,50.9018513,50.9190643,51.9002804,51.9002804,51.9337464,52.5678412,space,0.655066,None,52.5684309,52.68311207,52.9983137,52.9792675,52.979596,52.9983137,52.9983137,52.9983137,58.3826006,230,1,[5.384069100022316],[5.384075300069526],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.4,1000,exp,11,11,0,space,1.3093106,None,100,1,[2.7524498999118805],[2.752456899965182],0,11,11,4,58.3983142,,58.3827713,58.3983142,59.3972116,59.3972116,59.4142527,60.7133278,space,1.3093106,None,60.7137737,61.11261297,61.4278288,61.4077163,61.4079902,61.4278288,61.4278288,61.4278288,64.1804939,100,1,[2.7524498999118805],[2.752456899965182],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.4,400,unexp,12,0,1,space,0.9878329,None,320,1,[1.369026199914515],[1.3690329999662936],1,0,12,1,64.1965092,,64.1806706,64.1965092,65.1947483,65.1947483,65.2107484,66.1945334,space,0.9878329,None,66.19504,66.59472327,66.9101634,66.8981061,66.8983537,66.9101634,66.9101634,66.9101634,68.2793978,320,1,[1.369026199914515],[1.3690329999662936],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.7,1000,exp,13,1,1,space,1.0008394,None,200,1,[2.2670181000139564],[2.267023499822244],1,1,13,8,68.2927664,,68.2795732,68.2927664,69.2938469,69.2938469,69.2938469,70.309006,space,1.0008394,None,70.3094995,71.00994107,71.3255388,71.3116923,71.3119555,71.3255388,71.3255388,71.3255388,73.5927854,200,1,[2.2670181000139564],[2.267023499822244],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.4,1000,exp,14,2,1,space,0.331927,None,100,1,[3.5018676000181586],[3.5018728999421],1,2,14,4,73.6088368,,73.592946,73.6088368,74.6075997,74.6075997,74.6250972,74.944929,space,0.331927,None,74.9466295,75.35684057,75.6713888,75.6567941,75.6570723,75.6713888,75.6713888,75.6713888,79.173463,100,1,[3.5018676000181586],[3.5018728999421],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.7,1000,exp,15,3,1,space,0.7379571,None,200,1,[1.4027052999008447],[1.4027110999450088],1,3,15,11,79.1891584,,79.1736294,79.1891584,80.1885624,80.1885624,80.1885624,80.9385537,space,0.7379571,None,80.9389849,81.63831537,81.9523861,81.9405132,81.9408038,81.9523861,81.9523861,81.9523861,83.3552982,200,1,[1.4027052999008447],[1.4027110999450088],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.4,1000,exp,16,4,1,space,0.3968801,None,100,1,[2.5327350001316518],[2.532741399947554],1,4,16,7,83.3706892,,83.3554561,83.3706892,84.3695927,84.3695927,84.3876703,84.7705722,space,0.3968801,None,84.7709638,85.18670667,85.5202476,85.5006305,85.5009948,85.5202476,85.5202476,85.5202476,88.0531902,100,1,[2.5327350001316518],[2.532741399947554],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.4,1000,exp,17,5,1,space,1.3191517,None,50,1,[1.1519180000759661],[1.1519243998918682],1,5,17,10,88.0676212,,88.0533497,88.0676212,89.0676591,89.0676591,89.0676591,90.4014752,space,1.3191517,None,90.4018695,90.80050977,91.1149551,91.0991572,91.0994252,91.1149551,91.1149551,91.1149551,92.2670775,50,1,[1.1519180000759661],[1.1519243998918682],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.1,1000,exp,18,6,1,space,0.2388688,None,30,1,[2.3664267999120057],[2.3664329999592155],1,6,18,9,92.283904,,92.2672372,92.283904,93.2676324,93.2676324,93.2829468,93.5170247,space,0.2388688,None,93.5174136,93.61700677,93.9487816,93.9302205,93.9306392,93.9487816,93.9487816,93.9487816,96.3154405,30,1,[2.3664267999120057],[2.3664329999592155],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.1,1000,exp,19,7,1,space,0.4877561,None,200,1,[3.4665123000741005],[3.466521400026977],1,7,19,3,96.3313349,,96.3156139,96.3313349,97.331207,97.331207,97.331207,97.8316843,space,0.4877561,None,97.8320641,97.93171917,98.2464728,98.2331743,98.2334054,98.2464728,98.2464728,98.2464728,101.7132935,200,1,[3.4665123000741005],[3.466521400026977],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.1,1000,exp,20,8,1,space,0.7232399,None,150,1,[3.6017811000347137],[3.6017875999677926],1,8,20,6,101.7292419,,101.7135528,101.7292419,102.7281185,102.7281185,102.7281185,103.4624854,space,0.7232399,None,103.462879,103.5615555,103.8754821,103.8574284,103.857691,103.8754821,103.8754821,103.8754821,107.4775072,150,1,[3.6017811000347137],[3.6017875999677926],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.1,400,unexp,21,9,1,space,0.4261954,None,400,1,[2.551990699954331],[2.5519971000030637],1,9,21,0,107.4924572,,107.4776693,107.4924572,108.4922152,108.4922152,108.4922152,108.92532,space,0.4261954,None,108.9257287,109.0263803,109.3400087,109.3286353,109.3289624,109.3400087,109.3400087,109.3400087,111.8922061,400,1,[2.551990699954331],[2.5519971000030637],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.7,400,unexp,22,10,1,space,2.1778748,None,700,1,[2.3680824001785368],[2.3680889001116157],1,10,22,2,111.9083766,,111.8923672,111.9083766,112.908557,112.908557,112.908557,115.0907759,space,2.1778748,None,115.0912499,115.7899541,116.1212197,116.090598,116.0911305,116.1212197,116.1212197,116.1212197,118.489517,700,1,[2.3680824001785368],[2.3680889001116157],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.7,1000,exp,23,11,1,space,0.0659614,None,200,1,[1.9683491000905633],[1.9683550000190735],1,11,23,5,118.5061945,,118.4896804,118.5061945,119.5051873,119.5051873,119.521201,119.5875266,space,0.0659614,None,119.5879497,120.2869864,120.6017926,120.5879628,120.5883691,120.6017926,120.6017926,120.6017926,122.5703515,200,1,[1.9683491000905633],[1.9683550000190735],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.4,1000,exp,24,0,2,space,0.3201047,None,150,1,[1.9685913000721484],[1.9685973001178354],2,0,24,7,122.5858794,,122.5705106,122.5858794,123.5867596,123.5867596,123.5867596,123.9196898,space,0.3201047,None,123.9203271,124.3198544,124.6331682,124.6167421,124.6169949,124.6331682,124.6331682,124.6331682,126.6019675,150,1,[1.9685913000721484],[1.9685973001178354],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.7,1000,exp,25,1,2,space,0.2812905,None,320,1,[2.402981699910015],[2.402987699955702],2,1,25,8,126.617643,,126.6021263,126.617643,127.6172074,127.6172074,127.6172074,127.9018946,space,0.2812905,None,127.9024683,128.6169969,128.9311042,128.9178588,128.9181141,128.9311042,128.9311042,128.9311042,131.3342929,320,1,[2.402981699910015],[2.402987699955702],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.7,1000,exp,26,2,2,space,0.2580116,None,230,1,[3.3522778002079576],[3.3522847001440823],2,2,26,11,131.3498766,,131.3344508,131.3498766,132.348479,132.348479,132.365385,132.6155568,space,0.2580116,None,132.6160136,133.3156471,133.629401,133.6142238,133.6146448,133.629401,133.629401,133.629401,136.9819036,230,1,[3.3522778002079576],[3.3522847001440823],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.4,400,unexp,27,3,2,space,1.0265904,None,600,1,[2.0006960001774132],[2.000703100115061],2,3,27,1,136.99752,,136.9820763,136.99752,137.9958605,137.9958605,138.0122703,139.028766,space,1.0265904,None,139.0291677,139.4295036,139.7617726,139.7432949,139.7435864,139.7617726,139.7617726,139.7617726,141.762804,600,1,[2.0006960001774132],[2.000703100115061],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.7,400,unexp,28,4,2,space,0.5147419,None,700,1,[3.151954700006172],[3.151959899812937],2,4,28,2,141.779169,,141.7630731,141.779169,142.7636378,142.7636378,142.7799943,143.2955088,space,0.5147419,None,143.2959214,143.9949263,144.3084381,144.2970714,144.2973714,144.3084381,144.3084381,144.3084381,147.4606058,700,1,[3.151954700006172],[3.151959899812937],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.4,1000,exp,29,5,2,space,1.1393614,None,100,1,[4.383922700071707],[4.383932000026107],2,5,29,10,147.4768602,,147.4607672,147.4768602,148.4759414,148.4759414,148.4913493,149.6256901,space,1.1393614,None,149.6260775,150.041115,150.355636,150.3387433,150.3390137,150.355636,150.355636,150.355636,154.7398517,100,1,[4.383922700071707],[4.383932000026107],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.1,400,unexp,30,6,2,space,0.3122511,None,300,1,[2.4510890000965446],[2.4510954001452774],2,6,30,0,154.7550124,,154.740085,154.7550124,155.7548018,155.7548018,155.7548018,156.0717858,space,0.3122511,None,156.072178,156.1722113,156.4866695,156.4704366,156.47075,156.4866695,156.4866695,156.4866695,158.9379757,300,1,[2.4510890000965446],[2.4510954001452774],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.1,1000,exp,31,7,2,space,0.2479437,None,200,1,[2.2165582000743598],[2.2165649000089616],2,7,31,3,158.9535196,,158.9381371,158.9535196,159.9543133,159.9543133,159.9543133,160.2032532,space,0.2479437,None,160.203633,160.3041286,160.6199748,160.6029304,160.6032197,160.6199748,160.6199748,160.6199748,162.8367497,200,1,[2.2165582000743598],[2.2165649000089616],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.7,1000,exp,32,8,2,space,4.0516837,None,100,1,[13.979321100050583],[13.97932710009627],2,8,32,5,162.8524459,,162.8369193,162.8524459,163.8513428,163.8513428,163.8513428,167.9162234,space,4.0516837,None,167.9167708,168.6165217,168.9306893,168.9101511,168.910577,168.9306893,168.9306893,168.9306893,182.910226,100,1,[13.979321100050583],[13.97932710009627],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.1,1000,exp,33,9,2,space,0.2738694,None,200,1,[5.40178700000979],[5.401793699944392],2,9,33,9,182.9275718,,182.9104004,182.9275718,183.9092419,183.9092419,183.9426282,184.1927049,space,0.2738694,None,184.1930845,184.2928371,184.606718,184.5905006,184.5907731,184.606718,184.606718,184.606718,190.0088543,200,1,[5.40178700000979],[5.401793699944392],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.4,1000,exp,34,10,2,space,0.3291841,None,300,1,[1.8851393000222743],[1.8851469999644905],2,10,34,4,190.0227581,,190.0090438,190.0227581,191.0223129,191.0223129,191.0223129,191.3567287,space,0.3291841,None,191.3574771,191.7564199,192.0705318,192.052537,192.0527803,192.0705318,192.0705318,192.0705318,193.9558967,300,1,[1.8851393000222743],[1.8851469999644905],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.1,1000,exp,35,11,2,space,0.3628961,None,100,1,[2.20027850009501],[2.2002850000280887],2,11,35,6,193.9712344,,193.9560583,193.9712344,194.9715477,194.9715477,194.9715477,195.3388648,space,0.3628961,None,195.3392668,195.4555791,195.771066,195.7545125,195.7547661,195.771066,195.771066,195.771066,197.971565,100,1,[2.20027850009501],[2.2002850000280887],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.7,400,unexp,36,0,3,space,0.2894522,None,400,1,[1.685370999854058],[1.6853775000199676],3,0,36,2,197.9860148,,197.9717315,197.9860148,198.9856161,198.9856161,198.9856161,199.2875578,space,0.2894522,None,199.2879307,200.0026824,200.3167509,200.2998964,200.3001941,200.3167509,200.3167509,200.3167509,202.0023539,400,1,[1.685370999854058],[1.6853775000199676],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.4,1000,exp,37,1,3,space,0.2577379,None,200,1,[1.685362699907273],[1.6853692999575287],3,1,37,7,202.0181206,,202.002525,202.0181206,203.0174825,203.0174825,203.0174825,203.2859524,space,0.2577379,None,203.2864695,203.7003118,204.015094,203.9973466,203.9975979,204.015094,204.015094,204.015094,205.7006685,200,1,[1.685362699907273],[1.6853692999575287],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.7,1000,exp,38,2,3,space,0.6952117,None,100,1,[2.2012771998997778],[2.2012834998313338],3,2,38,8,205.7163431,,205.7008346,205.7163431,206.6992356,206.6992356,206.7166282,207.3989186,space,0.6952117,None,207.3993061,208.0981285,208.4145927,208.3981816,208.3984856,208.4145927,208.4145927,208.4145927,210.6161381,100,1,[2.2012771998997778],[2.2012834998313338],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.1,1000,exp,39,3,3,space,0.6549103,None,220,1,[3.9322015999350697],[3.932208799989894],3,3,39,3,210.6315573,,210.6162951,210.6315573,211.6315848,211.6315848,211.6315848,212.2976927,space,0.6549103,None,212.2980754,212.3977051,212.7296565,212.7113009,212.7115962,212.7296565,212.7296565,212.7296565,216.6620745,220,1,[3.9322015999350697],[3.932208799989894],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.4,1000,exp,40,4,3,space,0.2576132,None,200,1,[2.119401799980551],[2.11940829991363],3,4,40,10,216.6782313,,216.6622427,216.6782313,217.6781866,217.6781866,217.6781866,217.9457172,space,0.2576132,None,217.9461118,218.3607112,218.6756689,218.6601134,218.6603628,218.6756689,218.6756689,218.6756689,220.7952828,200,1,[2.119401799980551],[2.11940829991363],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.7,1000,exp,41,5,3,space,0.3282105,None,100,1,[1.4845090999733657],[1.4845161999110132],3,5,41,11,220.8101492,,220.795443,220.8101492,221.8102799,221.8102799,221.8102799,222.1426243,space,0.3282105,None,222.1430069,222.8424968,223.1569934,223.1378244,223.1381873,223.1569934,223.1569934,223.1569934,224.6417272,100,1,[1.4845090999733657],[1.4845161999110132],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.4,400,unexp,42,6,3,space,0.7140901,None,200,1,[2.367973299929872],[2.367979699978605],3,6,42,1,224.6584177,,224.641899,224.6584177,225.6444919,225.6444919,225.6584482,226.3753656,space,0.7140901,None,226.3759282,226.7743957,227.1049857,227.0782092,227.0785546,227.1049857,227.1049857,227.1049857,229.4731795,200,1,[2.367973299929872],[2.367979699978605],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.1,400,unexp,43,7,3,space,0.5041394,None,500,1,[2.685338699957356],[2.6853457000106573],3,7,43,0,229.4892707,,229.4733499,229.4892707,230.4903119,230.4903119,230.4903119,231.0069119,space,0.5041394,None,231.0072876,231.1213973,231.4363399,231.4196429,231.4199594,231.4363399,231.4363399,231.4363399,234.1219498,500,1,[2.685338699957356],[2.6853457000106573],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.4,1000,exp,44,8,3,space,0.6977835,None,200,1,[1.9010727999266237],[1.9010790998581797],3,8,44,4,234.1380582,,234.1221164,234.1380582,235.1367081,235.1367081,235.1535249,235.8375406,space,0.6977835,None,235.8380248,236.2367729,236.5513129,236.533731,236.5339929,236.5513129,236.5513129,236.5513129,238.4525919,200,1,[1.9010727999266237],[1.9010790998581797],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.7,1000,exp,45,9,3,space,0.303871,None,100,1,[2.1685546000953764],[2.168561000144109],3,9,45,5,238.4700038,,238.452752,238.4700038,239.4512143,239.4512143,239.4850082,239.768765,space,0.303871,None,239.7691466,240.4692054,240.7825313,240.7685802,240.768833,240.7825313,240.7825313,240.7825313,242.9512929,100,1,[2.1685546000953764],[2.168561000144109],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.1,1000,exp,46,10,3,space,0.8927488,None,150,1,[2.35181919997558],[2.3518257001414895],3,10,46,9,242.9670092,,242.9514537,242.9670092,243.966241,243.966241,243.966241,244.8669371,space,0.8927488,None,244.8673886,244.9661402,245.2800934,245.2661129,245.2664406,245.2800934,245.2800934,245.2800934,247.6321202,150,1,[2.35181919997558],[2.3518257001414895],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.1,1000,exp,47,11,3,space,0.2593731,None,100,1,[1.5531890999991447],[1.5531959999352694],3,11,47,6,247.6483033,,247.6322796,247.6483033,248.6475482,248.6475482,248.6475482,248.9154586,space,0.2593731,None,248.9158753,249.0306334,249.3449479,249.3280956,249.3283581,249.3449479,249.3449479,249.3449479,250.898354,100,1,[1.5531890999991447],[1.5531959999352694],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.7,400,unexp,48,0,4,space,0.2446897,None,700,1,[2.0184446999337524],[2.0184517998714],4,0,48,2,250.914113,,250.8985153,250.914113,251.9137965,251.9137965,251.9137965,252.1625212,space,0.2446897,None,252.1628949,252.8622301,253.1770769,253.1601806,253.1604527,253.1770769,253.1770769,253.1770769,255.1957767,700,1,[2.0184446999337524],[2.0184517998714],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.4,1000,exp,49,1,4,space,0.8994909,None,50,1,[2.117367299972102],[2.1173740001395345],4,1,49,7,255.2113576,,255.1959422,255.2113576,256.2110524,256.2110524,256.2110524,257.1112531,space,0.8994909,None,257.1117335,257.5266455,257.8419646,257.827346,257.8276015,257.8419646,257.8419646,257.8419646,259.9595456,50,1,[2.117367299972102],[2.1173740001395345],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.4,400,unexp,50,2,4,space,0.5730643,None,350,1,[3.5512446998618543],[3.5512544999364763],4,2,50,1,259.9757166,,259.9597148,259.9757166,260.9616784,260.9616784,260.9755097,261.542821,space,0.5730643,None,261.5432731,261.9421996,262.2562421,262.2369256,262.2373588,262.2562421,262.2562421,262.2562421,265.8077828,350,1,[3.5512446998618543],[3.5512544999364763],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.1,1000,exp,51,3,4,space,0.2442458,None,100,1,[11.580314700026065],[11.580321200191975],4,3,51,6,265.8233465,,265.8080368,265.8233465,266.8236538,266.8236538,266.8236538,267.0746544,space,0.2442458,None,267.0758218,267.1904833,267.5049829,267.4903012,267.4905542,267.5049829,267.5049829,267.5049829,279.0855069,100,1,[11.580314700026065],[11.580321200191975],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.4,1000,exp,52,4,4,space,0.1539738,None,100,1,[2.9171418000478297],[2.9171490999870002],4,4,52,10,279.1022766,,279.0856794,279.1022766,280.1007683,280.1007683,280.1168292,280.2682374,space,0.1539738,None,280.2686248,280.6841772,280.9982753,280.9869856,280.9872515,280.9982753,280.9982753,280.9982753,283.9156551,100,1,[2.9171418000478297],[2.9171490999870002],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
0.1,400,unexp,53,5,4,space,0.4996326,None,450,1,[11.964570099953562],[11.964577999897301],4,5,53,0,283.9315808,,283.9158451,283.9315808,284.9148966,284.9148966,284.9313228,285.4151003,space,0.4996326,None,285.4155757,285.5150192,285.829285,285.8180717,285.8183361,285.829285,285.829285,285.829285,297.79409,450,1,[11.964570099953562],[11.964577999897301],P02,1,2025-11-12_13h59.43.455,intentional binding task,,2025.1.1,59.74493692,2025-11-12 14h01.14.975269 +0530
